Country Code,2016
ARB,15.7129001617432
CSS,NA
CEB,5.33544015884399
EAR,6.16352987289429
EAS,3.94242000579834
EAP,4.0533299446106
TEA,4.00953006744385
EMU,1.62545001506805
ECS,2.82163000106812
ECA,4.39877986907959
TEC,4.38476991653442
EUU,2.00399994850159
FCS,24.0067405700684
HPC,19.3818893432617
HIC,2.79078006744385
IBD,3.7086501121521
IBT,9.47871971130371
IDB,23.8218994140625
IDX,17.9928607940674
IDA,19.8366794586182
LTE,3.02303004264832
LCN,4.59810018539429
LAC,4.71164989471436
TLA,4.53090000152588
LDC,18.4786205291748
LMY,9.55908966064453
LIC,19.9329395294189
LMC,9.46012020111084
MEA,6.17625999450684
MNA,6.50685977935791
TMN,6.49314022064209
MIC,7.23085021972656
NAC,3.76459002494812
INX,NA
OED,2.62085008621216
OSS,16.7196006774902
PSS,11.2394199371338
PST,2.74356007575989
PRE,23.6554203033447
SST,14.5872898101807
SAS,6.24576997756958
TSA,6.24576997756958
SSF,21.2387199401855
SSA,21.2396602630615
TSS,21.2387199401855
UMC,3.63160991668701
WLD,8.7929801940918
AFG,NA
ALB,4.34145021438599
DZA,0.768790006637573
ASM,NA
AND,NA
AGO,NA
ATG,NA
ARG,0.658479988574982
ARM,7.6724100112915
ABW,NA
AUS,3.21700000762939
AUT,NA
AZE,5.03470993041992
BHS,11.6322498321533
BHR,2.09974002838135
BGD,NA
BRB,7.02482986450195
BLR,3.57445001602173
BEL,1.33781003952026
BLZ,0.823759973049164
BEN,NA
BMU,NA
BTN,17.0045299530029
BOL,9.12005043029785
BIH,NA
BWA,NA
BRA,2.79798007011414
VGB,NA
BRN,3.38488006591797
BGR,6.84108018875122
BFA,24.1470699310303
BDI,NA
CPV,13.5897703170776
KHM,7.21838998794556
CMR,4.72597980499268
CAN,0.0377600006759167
CYM,NA
CAF,NA
TCD,25.4761199951172
CHI,NA
CHL,7.05476999282837
CHN,NA
COL,6.41881990432739
COM,NA
COD,NA
COG,NA
CRI,3.20991992950439
CIV,12.349419593811
HRV,2.35174989700317
CUB,4.24573993682861
CUW,NA
CYP,NA
CZE,NA
DNK,0.979099988937378
DJI,47.5780906677246
DMA,1.79795002937317
DOM,4.86007022857666
ECU,2.09709000587463
EGY,1.36100995540619
SLV,14.4653997421265
GNQ,NA
ERI,NA
EST,6.31435012817383
SWZ,24.1453399658203
ETH,NA
FRO,NA
FJI,0.0680999979376793
FIN,0.87651002407074
FRA,0.890850007534027
PYF,NA
GAB,NA
GMB,23.8895301818848
GEO,0.374080002307892
DEU,0.218140006065369
GHA,13.2989702224731
GIB,NA
GRC,7.09382009506226
GRL,NA
GRD,3.15789008140564
GUM,NA
GTM,12.7983503341675
GIN,21.1435699462891
GNB,NA
GUY,NA
HTI,NA
HND,16.9354190826416
HKG,1.85354995727539
HUN,3.13852000236511
ISL,0.481810003519058
IND,NA
IDN,8.28876972198486
IRN,0.862249970436096
IRQ,NA
IRL,0.029839999973774
IMN,NA
ISR,2.94741988182068
ITA,1.38780999183655
JAM,NA
JPN,1.76484000682831
JOR,NA
KAZ,0.279240012168884
KEN,NA
KIR,1.86580002307892
PRK,NA
KOR,3.45718002319336
XKX,NA
KWT,3.26381993293762
KGZ,1.52983999252319
LAO,5.27986001968384
LVA,3.2074499130249
LBN,15.6473503112793
LSO,19.487979888916
LBR,63.2454109191895
LBY,NA
LIE,0.689209997653961
LTU,0.255270004272461
LUX,1.20053005218506
MAC,1.28250002861023
MDG,NA
MWI,NA
MYS,1.08667004108429
MDV,1.74617004394531
MLI,37.9340400695801
MLT,2.43020009994507
MHL,21.4663200378418
MRT,28.7706203460693
MUS,4.66336011886597
MEX,1.01466000080109
FSM,NA
MDA,9.96438980102539
MCO,NA
MNG,1.27421998977661
MNE,6.18216991424561
MAR,5.42289018630981
MOZ,11.3925895690918
MMR,NA
NAM,NA
NRU,15.5713396072388
NPL,3.23338007926941
NLD,NA
NCL,NA
NZL,1.47727000713348
NIC,NA
NER,36.2052383422852
NGA,NA
MKD,NA
MNP,NA
NOR,0.193800002336502
OMN,1.45878005027771
PAK,22.2231407165527
PLW,NA
PAN,NA
PNG,22.2939605712891
PRY,NA
PER,0.57507997751236
PHL,4.54755020141602
POL,4.40309000015259
PRT,3.56865000724792
PRI,23.9621906280518
QAT,2.16807007789612
ROU,9.95703029632568
RUS,2.41393995285034
RWA,4.13803005218506
WSM,3.65737009048462
SMR,NA
STP,NA
SAU,NA
SEN,27.6600093841553
SRB,0.831439971923828
SYC,NA
SLE,0.822629988193512
SGP,0.0587700009346008
SXM,NA
SVK,NA
SVN,2.23500990867615
SLB,27.3586502075195
SOM,NA
ZAF,NA
SSD,NA
ESP,1.46999001502991
LKA,0.919900000095367
KNA,NA
LCA,NA
MAF,NA
VCT,1.90240001678467
SDN,40.4304389953613
SUR,5.28572988510132
SWE,0.392870008945465
CHE,0.240050002932549
SYR,NA
TJK,4.52747011184692
TZA,19.1914806365967
THA,NA
TLS,18.1634006500244
TGO,8.92558002471924
TON,NA
TTO,NA
TUN,NA
TUR,5.55956983566284
TKM,NA
TCA,NA
TUV,2.51521992683411
UGA,NA
UKR,NA
ARE,2.82135009765625
GBR,0.236560001969337
USA,4.10794019699097
URY,1.65403997898102
UZB,2.49495005607605
VUT,NA
VEN,11.0562696456909
VNM,NA
VIR,NA
PSE,7.69681978225708
YEM,16.6831798553467
ZMB,NA
ZWE,NA
